store_id,store_name,year,month,monthly_revenue,orders_count,avg_order_value,return_rate,discount_share,sales_per_employee,unique_customers,unique_products,performance_score,performance_class
1,Warszawa Centrum,2024,1,21491.0,49,438.59183673469386,0.02040816326530612,0.1575156767707812,1790.9166666666667,48,26,0.1651062440844339,low_efficiency
1,Warszawa Centrum,2024,2,32355.38,60,539.2563333333334,0.05,0.05268896444646269,2696.2816666666668,56,30,0.3404530772716624,high_efficiency
1,Warszawa Centrum,2024,3,28799.02,71,405.62,0.09859154929577464,0.06923931641058027,2399.9183333333335,70,43,0.2868903472311166,medium_efficiency
1,Warszawa Centrum,2024,4,31310.09,84,372.7391666666667,0.03571428571428571,0.05250516490629633,2609.1741666666667,78,42,0.36007633374079423,high_efficiency
1,Warszawa Centrum,2024,5,21790.21,54,403.5224074074074,0.07407407407407407,0.05964689843982295,1815.8508333333332,53,32,0.1933372750041378,medium_efficiency
1,Warszawa Centrum,2024,6,27658.3,99,279.37676767676766,0.0707070707070707,0.06300541023981895,2304.858333333333,92,38,0.3005503469867302,high_efficiency
1,Warszawa Centrum,2024,7,14199.79,67,211.93716417910449,0.13432835820895522,0.15218048075660057,1183.3158333333333,62,32,0.014410026763707465,low_efficiency
1,Warszawa Centrum,2024,8,28808.12,95,303.2433684210526,0.07368421052631578,0.05179149374144837,2400.6766666666667,89,37,0.3109484572834232,high_efficiency
1,Warszawa Centrum,2024,9,31018.54,81,382.94493827160494,0.04938271604938271,0.06796596683701676,2584.8783333333336,77,45,0.34795770023357664,high_efficiency
1,Warszawa Centrum,2024,10,37630.29,101,372.5771287128713,0.0594059405940594,0.07444453572301729,3135.8575,98,47,0.43518453513554384,high_efficiency
1,Warszawa Centrum,2024,11,36345.72,112,324.51535714285717,0.05357142857142857,0.1622366007187404,3028.81,102,48,0.3871640865907025,high_efficiency
1,Warszawa Centrum,2024,12,65115.09,125,520.92072,0.08,0.06106575342465753,5426.2575,113,43,0.7126517103677017,high_efficiency
1,Warszawa Centrum,2025,1,31791.56,71,447.76845070422536,0.028169014084507043,0.16856704763204922,2649.2966666666666,70,30,0.29191212546245004,medium_efficiency
1,Warszawa Centrum,2025,2,34222.2,77,444.44415584415583,0.03896103896103896,0.05173608147784441,2851.85,70,40,0.3826406869136551,high_efficiency
1,Warszawa Centrum,2025,3,27758.260000000002,73,380.2501369863014,0.0273972602739726,0.0578424597555396,2313.1883333333335,67,42,0.31381832688428013,high_efficiency
1,Warszawa Centrum,2025,4,31261.88,87,359.3319540229885,0.05747126436781609,0.07882198848744064,2605.1566666666668,86,47,0.3540934487192683,high_efficiency
1,Warszawa Centrum,2025,5,37221.25,92,404.57880434782606,0.021739130434782608,0.07063672729297456,3101.7708333333335,87,40,0.4297938541425552,high_efficiency
